"TABLE_NAME","FIELD_NAME","FIELD_TYPE_SQL","FIELD_LENGTH","FIELD_DESC"
"Name2","Facsimile","SHORTSTRING","51","Facsimile"
"Name2","Mobile","SHORTSTRING","26","Mobile"
"Name2","Picture","IMAGE","8","Picture"
"Name2","Object","BINARY LARGE OBJECT","8","Object"
"Name2","HourRate","MONEY","8","HourRate"
"Name2","DayRate","MONEY","8","DayRate"
"Name2","WeekRate","MONEY","8","WeekRate"
"Name2","CREW","BOOLEAN","1","Null value indicated archived crew"
"Name2","CrewSite","BYTE","1",""
"Name2","HANDLER","BOOLEAN","1","HANDLER"
"Name2","Salutation","SHORTSTRING","36","Salutation"
"Name2","EMAIL","SHORTSTRING","51","EMAIL"
"Name2","FullName","SHORTSTRING","121","Person"
"Name2","CrewDiscount","SMALLINT","2","CrewDiscount"
"Name2","HireDiscount","SMALLINT","2","HireDiscount"
"Name2","SaleDiscount","SMALLINT","2","SaleDiscount"
"Name2","TransportDiscount","SMALLINT","2","TransportDiscount"
"Name2","Our Discount","SMALLINT","2","Our Discount"
"Name2","PurchaseTerms","INTEGER","4","PurchaseTerms"
"Name2","PaymentTerms","INTEGER","4","PaymentTerms"
"Name2","Hold","BOOLEAN","1","Hold"
"Name2","Accref","SHORTSTRING","13","Account Ref"
"Name2","Archived","BOOLEAN","1",""
"Name2","xTax","INTEGER","4",""
"Name2","xRecordStatus","BYTE","1","TRecordStatus = (rsIntended, rsPending, rsAccepted,rsDeleted)"
"Name2","CreatedDate","TIMESTAMP","8",""
"Name2","ModifiedDate","TIMESTAMP","8",""
"Name2","xModifiedBy","INTEGER","4",""
"Name2","TransactVia","BYTE","1","TCrewTransVia = (ctvPerson, ctvPersonAsCompany, ctvAgency, ctvInHouse)"
"Name2","xTransactCompany","INTEGER","4","Link to Company table"
"Name2","LastCrewingContactDate","TIMESTAMP","8","Date when an Offer Status of Contacted was last made via new crewing module - see TCrewOfferStatus = (cosContacted, cosUnavailab"
"Name2","LastCrewingContactReplyDate","TIMESTAMP","8","Date  recent update of Offer Status other than Contacted or Rejected - see TCrewOfferStatus = (cosContacted, cosUnavailable, cos"
"Name2","LastCrewingBookedDate","TIMESTAMP","8","Date  when an Offer Status is set to to Booked - see TCrewOfferStatus = (cosContacted, cosUnavailable, cosPossiblyAvailablity, c"
"NarrativeTypes","Idx","AUTOINC","4",""
"NarrativeTypes","NarrativeName","SHORTSTRING","51",""
"NarrativeTypes","NarrativeGroup","BYTE","1","TNarrativeGroup"
"NarrativeTypes","Active","BOOLEAN","1",""
"NarrativeTypes","SortOrder","INTEGER","4",""
"NarrativeTypes","xJobNarrativeAreas","INTEGER","4",""
"Narratives","Idx","AUTOINC","4",""
"Narratives","xGroupLink","INTEGER","4","ONLY FOR elements ngMasterCategory, ngCategory, ngType, ngItem in TNarrativeGroup. Should be 0 for ngJob, ngEqlist, ngEqlistSect"
"Narratives","xNarrativeType","INTEGER","4",""
"Narratives","Narrative","CHARACTER LARGE OBJECT","8",""
"NoteBook","IDX","AUTOINC","4","Fagref"
"NoteBook","NoteRef","SHORTSTRING","21",""
"NoteBook","Title","SHORTSTRING","51","Title"
"NoteBook","OutDate","TIMESTAMP","8","Date"
"NoteBook","BackDate","TIMESTAMP","8",""
"NoteBook","Days","INTEGER","4","Days"
"NoteBook","Notes","CHARACTER LARGE OBJECT","8","Notes"
"NoteBook","Client","SHORTSTRING","51","Client"
"NoteBook","ClientID","INTEGER","4",""
"NoteBook","RecordedDate","TIMESTAMP","8","Recorded"
"NoteBook","Currency","INTEGER","4","Currency"
"NoteBook","Site","INTEGER","4","Site"
"NoteBook","PriceScheme","INTEGER","4","PriceScheme"
"NoteBook","xUser","SMALLINT","2",""
"NoteBook","Total","MONEY","8",""
"NoteBook","MiscInfo","SHORTSTRING","101",""
"NoteBook","ConvertedToJob","INTEGER","4",""
"NoteBook","LastAvailCheck","TIMESTAMP","8",""
"NoteBook","Discount","FLOAT","4",""
"NoteBook","xMainVenue","INTEGER","4",""
"NoteBook","MainVenue","SHORTSTRING","51",""
"NoteBookDetails","IDX","AUTOINC","4",""
"NoteBookDetails","xNote","INTEGER","4",""
"NoteBookDetails","Qty","INTEGER","4",""
"NoteBookDetails","EqType","INTEGER","4",""
"NoteBookDetails","xCategory","INTEGER","4",""
"NoteBookDetails","TimeStampAV","INTEGER","4",""
"NoteBookDetails","LastCheckedAV","INTEGER","4",""
"NoteBookDetails","ListUnitPrice","MONEY","8",""
"NoteBookDetails","AgreedUnitPrice","MONEY","8",""
"NoteBookDetails","LinePrice","MONEY","8",""
"NoteBookDetails","Warehouse","SMALLINT","2",""
"NoteBookDetails","RecType","BYTE","1",""
"NoteBookTags","IDX","AUTOINC","4",""
"NoteBookTags","TagName","SHORTSTRING","31",""
"NoteBookTagsLkp","IDX","AUTOINC","4",""
"NoteBookTagsLkp","xNote","INTEGER","4",""
"NoteBookTagsLkp","xTag","INTEGER","4",""
"OpScans","Idx","AUTOINC","4",""
"OpScans","xOpLineRef","INTEGER","4",""
"OpScans","xEqLineRef","INTEGER","4",""
"OpScans","xItemRef","INTEGER","4",""
"OpScans","OpsType","BYTE","1","TWarehouseOp"
"OpScans","WarehouseBay","BYTE","1","TWarehouseBay"
"OpScans","ScanDate","TIMESTAMP","8",""
"OpScans","xUser","SMALLINT","2",""
"OpScans","KitStatus","BYTE","1","TCompositeStatus"
"OpScans","xGlobalReturn","INTEGER","4",""
"OpScans","xDispatchLoad","INTEGER","4",""
"OpScans","Inspected","BOOLEAN","1","field to record if user has inspected a returning item"
"OpScans","KeepLoanType","BYTE","1","TKeepLoanType = (kltKeep, kltSwap)."
"OpScans","xSwapIDX","INTEGER","4","Link to the Opscan record that was the Swap.  NOTE if this field has a value then xOplineRef will be NULL as this is NOT a real "
"OperationsDetail","IDX","AUTOINC","4",""
"OperationsDetail","xOperation","INTEGER","4",""
"OperationsDetail","xEqlistLine","INTEGER","4",""
"OperationsDetail","xMasterLine","INTEGER","4","e.g. Prep Line For Dispatches"
"OperationsDetail","OpsType","BYTE","1","see TWarehouseOp enumerated type"
"OperationsDetail","Quantity","INTEGER","4",""
"OperationsDetail","ModifyDate","TIMESTAMP","8",""
"OperationsDetail","CaseID","SHORTSTRING","21",""
"OperationsDetail","xGUID","GUID","16",""
"OperationsDetail","CompositeSyncGUID","GUID","16",""
"OperationsDetail","IsASplit","BOOLEAN","1",""
"OperationsDetail","Locked","BOOLEAN","1",""
"OperationsDetail","RoadCaseSplit","BOOLEAN","1",""
"OperationsDetail","ClassTransferredQty","INTEGER","4","Qty transferred to Rental From Sales List or Ex-Rental from Rental List"
"OperationsDetail","Notes","CHARACTER LARGE OBJECT","8",""
"OperationsHeader","IDX","AUTOINC","4",""
"OperationsHeader","Reference","SHORTSTRING","21",""
"OperationsHeader","Title","SHORTSTRING","101",""
"OperationsHeader","xPrepBay","INTEGER","4","null for Returns Notes"
"OperationsHeader","xJob","INTEGER","4","null for Warehouse Transfers"
"OperationsHeader","xEqlist","INTEGER","4","null for Dispatch Notes"
"OperationsHeader","xOperation","INTEGER","4","null For everything except Check IN"
"OperationsHeader","xCreatedBy","INTEGER","4",""
"OperationsHeader","CreatedDate","TIMESTAMP","8",""
"OperationsHeader","CompletedDate","TIMESTAMP","8",""
"OperationsHeader","OpsType","BYTE","1","see TWarehouseOp enumerated type"
"OperationsHeader","WarehouseBay","BYTE","1","see TWarehouseBay enumerated type"
"OperationsHeader","Notes","CHARACTER LARGE OBJECT","8",""
"OperationsHeader","CarnetIssueNumber","CHARACTER VARYING","31",""
"OperationsHeader","OutOfSync","BOOLEAN","1",""
"OperationsHeader","CarnetOutOfSyncChangeLog","CHARACTER LARGE OBJECT","8",""
"PAT_COMT","Comment","SHORTSTRING","51","Comment"
"PAT_ITEM","ItemRef","INTEGER","4","ItemRef"
"PAT_ITEM","RLastTest","INTEGER","4","RLastTest"
"PAT_ITEM","ELasttest","INTEGER","4","ELasttest"
"PAT_ITEM","ENextdate","TIMESTAMP","8","ENextdate"
"PAT_ITEM","ELastpass","BOOLEAN","1","ELastpass"
"PAT_ITEM","RLastpass","BOOLEAN","1","RLastpass"
"PAT_ITEM","RNextDate","TIMESTAMP","8","RNextDate"
"PAT_ITEM","ELastJob","INTEGER","4","ELastJob"
"PAT_ITEM","RLastJob","INTEGER","4","RLastJob"
"PAT_ITEM","FailedJob","BOOLEAN","1","FailedJob"
"PAT_LOCATIONS","Idx","AUTOINC","4",""
"PAT_LOCATIONS","LocationName","CHARACTER VARYING","17",""
"PAT_PAT","Patindex","AUTOINC","4","Patindex"
"PAT_PAT","Description","SHORTSTRING","36","Description"
"PAT_PAT","EarthTestCurrent","DOUBLE PRECISION","8","EarthTestCurrent"
"PAT_PAT","EarthTestTime","INTEGER","4","EarthTestTime"
"PAT_PAT","EarthTestResistance","DOUBLE PRECISION","8","EarthTestResistance"
"PAT_PAT","InsulationTestTime","INTEGER","4","InsulationTestTime"
"PAT_PAT","InsulationtestResistance","DOUBLE PRECISION","8","InsulationtestResistance"
"PAT_PAT","LoadTestTime","INTEGER","4","LoadTestTime"
"PAT_PAT","LoadTestPower","DOUBLE PRECISION","8","LoadTestPower"
"PAT_PAT","EarthLeakage","DOUBLE PRECISION","8","EarthLeakage"
"PAT_PAT","FlashVoltage","BOOLEAN","1","FlashVoltage"
"PAT_PAT","FlashCurrent","DOUBLE PRECISION","8","FlashCurrent"
"PAT_PAT","FlashTestTime","INTEGER","4","FlashTestTime"
"PAT_PAT","Class","BOOLEAN","1","Class"
"PAT_PAT","FlashReqd","BOOLEAN","1","FlashReqd"
"PAT_PAT","ExtensionTest","BOOLEAN","1","ExtensionTest"
"PAT_PAT","EarthTestReqd","BOOLEAN","1","EarthTestReqd"
"PAT_PAT","InsulationTestReqd","BOOLEAN","1","InsulationTestReqd"
"PAT_PAT","LoadTestReqd","BOOLEAN","1","LoadTestReqd"
"PAT_PAT","No of Ways","INTEGER","4","No of Ways"
"PAT_PAT","110V","BOOLEAN","1","110V"
"PAT_PAT","PreloadCurrent","DOUBLE PRECISION","8","PreloadCurrent"
"PAT_PAT","Patnotrig","BOOLEAN","1","Patnotrig"
"PAT_PAT","Proofload","DOUBLE PRECISION","8","Proofload"
"PAT_PAT","Special1","SHORTSTRING","51","Special1"
"PAT_PAT","Special2","SHORTSTRING","51","Special2"
"PAT_PAT","Special3","SHORTSTRING","51","Special3"
"PAT_PAT","Result1","DOUBLE PRECISION","8","Result1"
"PAT_PAT","Result2","DOUBLE PRECISION","8","Result2"
"PAT_PAT","Result3","DOUBLE PRECISION","8","Result3"
"PAT_PAT","Operator1","SHORTSTRING","3","Operator1"
"PAT_PAT","Operator2","SHORTSTRING","3","Operator2"
"PAT_PAT","Operator3","SHORTSTRING","3","Operator3"
"PAT_PAT","ProofFactor","DOUBLE PRECISION","8","ProofFactor"
"PAT_PAT","Inhouse","BOOLEAN","1","Inhouse"
"PAT_PAT","TestCheckSum","BYTE","1",""
"PAT_PAT_EXTENDED","Idx","AUTOINC","4",""
"PAT_PAT_EXTENDED","xPAT_PAT","INTEGER","4",""
"PAT_PAT_EXTENDED","TestFunction","BYTE","1",""
"PAT_PAT_EXTENDED","TestType","BYTE","1",""
"PAT_PAT_EXTENDED","Value_1_BCD","DECIMAL","8",""
"PAT_PAT_EXTENDED","Value_2_Byte","BYTE","1",""
"PAT_PAT_EXTENDED","Value_3_BCD","DECIMAL","8",""
"PAT_PAT_EXTENDED","Value_4_Byte","BYTE","1",""
"PAT_PAT_EXTENDED","Value_5_Byte","BYTE","1",""
"PAT_PAT_EXTENDED","Value_6_BCD","DECIMAL","8",""
"PAT_PAT_EXTENDED","Test_Name","CHARACTER VARYING","42",""
"PAT_PAT_EXTENDED","Test_Units","CHARACTER VARYING","17",""
"PAT_PAT_EXTENDED","Inspection_Item","CHARACTER LARGE OBJECT","8",""
"PAT_RES","TestNumber","AUTOINC","4","TestNumber"
"PAT_RES","ItemNumber","INTEGER","4","ItemNumber"
"PAT_RES","DateTimeStamp","TIMESTAMP","8","DateTimeStamp"
"PAT_RES","Fuse","SHORTSTRING","26","Fuse"
"PAT_RES","Earth","SHORTSTRING","26","Earth"
"PAT_RES","Class1Insulation","SHORTSTRING","26","Class1Insulation"
"PAT_RES","Class1Flash","SHORTSTRING","26","Class1Flash"
"PAT_RES","PreLoad","SHORTSTRING","26","PreLoad"
"PAT_RES","Load","SHORTSTRING","26","Load"
"PAT_RES","Leakage","SHORTSTRING","26","Leakage"
"PAT_RES","Polarity","SHORTSTRING","26","Polarity"
"PAT_RES","TestVoltage","SHORTSTRING","26","TestVoltage"
"PAT_RES","Usertest1","BOOLEAN","1","Usertest1"
"PAT_RES","UserTest2","BOOLEAN","1","UserTest2"
"PAT_RES","UserTest3","BOOLEAN","1","UserTest3"
"PAT_RES","OverallPass","BOOLEAN","1","OverallPass"
"PAT_RES","Service","BOOLEAN","1","Service"
"PAT_RES","Class2Insulation","SHORTSTRING","26","Class2Insulation"
"PAT_RES","Class2flash","SHORTSTRING","26","Class2flash"
"PAT_RES","EarthPass","SHORTSTRING","5","EarthPass"
"PAT_RES","Class1InsulationPass","SHORTSTRING","5","Class1InsulationPass"
"PAT_RES","Class2insulationPass","SHORTSTRING","5","Class2insulationPass"
"PAT_RES","Class1FlashPass","SHORTSTRING","5","Class1FlashPass"
"PAT_RES","Class2Flashpass","SHORTSTRING","5","Class2Flashpass"
"PAT_RES","LoadPass","SHORTSTRING","5","LoadPass"
"PAT_RES","LeakagePass","SHORTSTRING","5","LeakagePass"
"PAT_RES","PolarityPass","SHORTSTRING","5","PolarityPass"
"PAT_RES","Comment","SHORTSTRING","51","Comment"
"PAT_RES","UserTest1Text","SHORTSTRING","31","UserTest1Text"
"PAT_RES","UserTest2Text","SHORTSTRING","31","UserTest2Text"
"PAT_RES","UserTest3Text","SHORTSTRING","31","UserTest3Text"
"PAT_RES","Electrical","BOOLEAN","1","Electrical"
"PAT_RES","ProofWeight","DOUBLE PRECISION","8","ProofWeight"
"PAT_RES","RiggingTest1Text","SHORTSTRING","31","RiggingTest1Text"
"PAT_RES","RiggingTest1","DOUBLE PRECISION","8","RiggingTest1"
"PAT_RES","RiggingTest2Test","SHORTSTRING","31","RiggingTest2Test"
"PAT_RES","RiggingTest2","DOUBLE PRECISION","8","RiggingTest2"
"PAT_RES","RiggingTest3Text","SHORTSTRING","31","RiggingTest3Text"
"PAT_RES","RiggingTest3","DOUBLE PRECISION","8","RiggingTest3"
"PAT_RES","CertificateNumber","SHORTSTRING","31","CertificateNumber"
"PAT_RES","TestingBody","SHORTSTRING","31","TestingBody"
"PAT_RES","Rigging1Pass","BOOLEAN","1","Rigging1Pass"
"PAT_RES","Rigging2Pass","BOOLEAN","1","Rigging2Pass"
"PAT_RES","Rigging3Pass","BOOLEAN","1","Rigging3Pass"
"PAT_RES","ProofPass","BOOLEAN","1","ProofPass"
"PAT_RES","SWL","DOUBLE PRECISION","8","SWL"
"PAT_RES","SWLFactor","DOUBLE PRECISION","8","SWLFactor"
"PAT_RES","xUser","INTEGER","4",""
"PAT_RES","xOpScan","INTEGER","4",""
"PAT_RES","RiggingComment1","CHARACTER VARYING","51","Comments from the Rigging Test Form"
"PAT_RES","RiggingComment2","CHARACTER VARYING","51","Comments from the Rigging Test Form"
"PAT_RES","RiggingComment3","CHARACTER VARYING","51","Comments from the Rigging Test Form"
"PAT_RES","ExtendedResults","BOOLEAN","1","Pull Results from PAT_RES_EXTENDED"
"PAT_RES","xPat_Pat","INTEGER","4","Link to Pat_Pat for test number"
"PAT_RES","xPat_UserNames","INTEGER","4",""
"PAT_RES","xPat_Locations","INTEGER","4",""
"PAT_RES","xPat_Sites","INTEGER","4","uses PAT_LOCATIONS"
"PAT_RES_EXTENDED","Idx","AUTOINC","4",""
"PAT_RES_EXTENDED","xPat_Res","INTEGER","4","Link to PAT_RES which is a summary of the data"
"PAT_RES_EXTENDED","ResType","WORD","2","TResultType"
"PAT_RES_EXTENDED","Status","BYTE","1","See Status byte definition in Seaward documents"
"PAT_RES_EXTENDED","Result","DECIMAL","8","The result"
"PAT_RES_EXTENDED","Data_1","DECIMAL","8","Some tests results have additional data e.g the test voltage"
"PAT_RES_EXTENDED","Data_2","DECIMAL","8",""
"PAT_RES_EXTENDED_TEXT","Idx","AUTOINC","4",""
"PAT_RES_EXTENDED_TEXT","xPAT_RES_EXTENDED","INTEGER","4",""
"PAT_RES_EXTENDED_TEXT","ExtendedType","BYTE","1","TExtendedResultType = (terName, terUnits, terResults)"
"PAT_RES_EXTENDED_TEXT","Data","SHORTSTRING","51",""
"PAT_TYPE","Typeref","INTEGER","4","Typeref"
"PAT_TYPE","PatTest","INTEGER","4","PatTest"
"PAT_TYPE","UserT1","INTEGER","4","UserT1"
"PAT_TYPE","UserT2","INTEGER","4","UserT2"
"PAT_TYPE","UserT3","INTEGER","4","UserT3"
"PAT_TYPE","Manafacturer","SHORTSTRING","31","Manafacturer"
"PAT_TYPE","ServiceInt","INTEGER","4","ServiceInt"
"PAT_TYPE","ServiceReqd","BOOLEAN","1","ServiceReqd"
"PAT_TYPE","PatTestInt","INTEGER","4","PatTestInt"
"PAT_TYPE","TestReqd","BOOLEAN","1","TestReqd"
"PAT_TYPE","Comments","CHARACTER LARGE OBJECT","8","Comments"
"PAT_TYPE","RiggingTest","INTEGER","4","RiggingTest"
"PAT_TYPE","Patrequired","BOOLEAN","1","Patrequired"
"PAT_TYPE","Rigrequired","BOOLEAN","1","Rigrequired"
"PAT_TYPE","RigTestInterval","INTEGER","4","RigTestInterval"
"PAT_TYPE","PATTestJobs","INTEGER","4","PATTestJobs"
"PAT_TYPE","RigTestJobs","INTEGER","4","RigTestJobs"
"PAT_TYPE","PATdays","BOOLEAN","1","PATdays"
"PAT_TYPE","PATjobs","BOOLEAN","1","PATjobs"
"PAT_TYPE","RIGdays","BOOLEAN","1","RIGdays"
"PAT_TYPE","RIGjobs","BOOLEAN","1","RIGjobs"
"PAT_USERNAMES","Idx","AUTOINC","4",""
"PAT_USERNAMES","UserName","CHARACTER VARYING","17",""
"PAT_USRT","Usertest","AUTOINC","4","Usertest"
"PAT_USRT","Description","SHORTSTRING","31","Description"
"PAT_USRT","Details","CHARACTER LARGE OBJECT","8","Details"
"PAT_USRT","Picture","IMAGE","8","Picture"
"PODATA","Invkey","AUTOINC","4","Invkey"
"PODATA","Invno","INTEGER","4","Invno"
"PODATA","Quantity","INTEGER","4","Quantity"
"PODATA","Inv_text","CHARACTER LARGE OBJECT","8","Inv_text"
"PODATA","PreDiscountTotal","MONEY","8",""
"PODATA","LineDiscount","DOUBLE PRECISION","8","LineDiscount"
"PODATA","Inv_amount","MONEY","8","Inv_amount"
"PODATA","LineTotal","MONEY","8",""
"PODATA","xTaxCode","SMALLINT","2",""
"PODATA","Tax_rate","DOUBLE PRECISION","8",""
"PODATA","TaxAmount","DOUBLE PRECISION","8",""
"PODATA","SortLink","INTEGER","4","SortLink"
"PODATA","Notes","CHARACTER LARGE OBJECT","8",""
"PODATA","xGeneralCostCentre","BYTE","1","see TGeneralCostCentre"
"PODATA","xNominal","INTEGER","4",""
"PODATA","RowType","BYTE","1","Set TRowType"
"PODATA","MasterRowGUID","GUID","16","Binds Heading and Data rows"
"PODATA","xMasterRow","GUID","16",""
"PODATA","Visible","BOOLEAN","1",""
"PODATA","xOriginalChargeLine","INTEGER","4","For cancelled Orders (PO Credits)"
"PODATA","PartNumber","SHORTSTRING","31","feeds from CostsDetail"
"PODATA","POType","SMALLINT","2","POType"
"PODATA","SubCostCentre","BYTE","1","TSubCostCentre = (sccCrewOld, sccCrewMainAmount, sccCrewPDsAmount, sccCrewTravelAmount, sccCrewOvertimeAmount)"
"PRICEDAT","Counter","AUTOINC","4","Counter"
"PRICEDAT","Method","SMALLINT","2","Method"
"PRICEDAT","MinDays","SMALLINT","2","MinDays"
"PRICEDAT","D1","INTEGER","4","D1"
"PRICEDAT","D2","INTEGER","4","D2"
"PRICEDAT","D3","INTEGER","4","D3"
"PRICEDAT","D4","INTEGER","4","D4"
"PRICEDAT","D5","INTEGER","4","D5"
"PRICEDAT","D6","INTEGER","4","D6"
"PRICEDAT","R1","DOUBLE PRECISION","8","R1"
"PRICEDAT","R2","DOUBLE PRECISION","8","R2"
"PRICEDAT","R3","DOUBLE PRECISION","8","R3"
"PRICEDAT","R4","DOUBLE PRECISION","8","R4"
"PRICEDAT","R5","DOUBLE PRECISION","8","R5"
"PRICEDAT","R6","DOUBLE PRECISION","8","R6"
"PRICEDAT","Autobest","BOOLEAN","1","Autobest"
"PRICEDAT","Partblock","SMALLINT","2","Partblock"
"PRICEDAT","Retired","BOOLEAN","1","Retired"
"PRICEDAT","ScriptText","CHARACTER LARGE OBJECT","8","ScriptText"
"PRICEDAT","ScriptLanguage","SHORTSTRING","21","ScriptLanguage"
"PRICEDAT","Name","CHARACTER VARYING","51",""
"PaymentTypes","Name","SHORTSTRING","51",""
"PaymentTypes","PaymentMode","BYTE","1","TPaymentMode"
"PaymentTypes","System","BOOLEAN","1",""
"PaymentTypes","IDX","AUTOINC","4",""
"PeoplePics","IDX","AUTOINC","4",""
"PeoplePics","PersonID","INTEGER","4",""
"PeoplePics","Image","IMAGE","8",""
"PeoplePics","ImageClassName","SHORTSTRING","26",""
"PeoplePics","PersonDefault","BOOLEAN","1",""
"Porder","Invoice_count","AUTOINC","4","Invoice_count"
"Porder","Job","INTEGER","4","Job"
"Porder","Inv_no","SHORTSTRING","21","Inv_no"
"Porder","Inv_Date","DATE","4","Inv_Date"
"Porder","DocType","BYTE","1","TAccountsDocument"
"Porder","Our_Ref","SHORTSTRING","31","Our_Ref"
"Porder","Your_Ref","SHORTSTRING","31","Your_Ref"
"Porder","Client","INTEGER","4","Client"
"Porder","Company","BOOLEAN","1","Company"
"Porder","Name","SHORTSTRING","51","Name"
"Porder","Address1","SHORTSTRING","51","Address1"
"Porder","Address2","SHORTSTRING","51","Address2"
"Porder","Address3","SHORTSTRING","51","Address3"
"Porder","Town","SHORTSTRING","51","Town"
"Porder","County","SHORTSTRING","51","County"
"Porder","PostCode","SHORTSTRING","51","PostCode"
"Porder","Country","SHORTSTRING","51","Country"
"Porder","Telephone","SHORTSTRING","51","Telephone"
"Porder","Facsimile","SHORTSTRING","51","Facsimile"
"Porder","Terms","INTEGER","4","Terms"
"Porder","Due","DATE","4","Due"
"Porder","Notes","CHARACTER LARGE OBJECT","8","Notes"
"Porder","Totalex","MONEY","8","Totalex"
"Porder","VAT","MONEY","8",""
"Porder","TotalInc","MONEY","8",""
"Porder","VATTable","CHARACTER LARGE OBJECT","8",""
"Porder","DiscountValue","MONEY","8","DiscountValue"
"Porder","Disc_percent","DOUBLE PRECISION","8","Disc_percent"
"Porder","HirePercentage","DOUBLE PRECISION","8","HirePercentage"
"Porder","HireDiscount","MONEY","8","HireDiscount"
"Porder","HireTotal","MONEY","8","HireTotal"
"Porder","SaleTotal","MONEY","8","SaleTotal"
"Porder","Chargefrom","DATE","4","Chargefrom"
"Porder","Chargeto","DATE","4","Chargeto"
"Porder","ChargeDays","INTEGER","4","ChargeDays"
"Porder","PrimarySite","SMALLINT","2","PrimarySite"
"Porder","Currency","SMALLINT","2","Currency"
"Porder","Invoiced","BOOLEAN","1","Used for  ""Completed"""
"Porder","Posted","BOOLEAN","1","Posted"
"Porder","Paid","BOOLEAN","1","Paid"
"Porder","CreatedBy","INTEGER","4",""
"Porder","ModifiedBy","INTEGER","4",""
"Porder","ModifiedDate","TIMESTAMP","8",""
"Porder","MainContact","SHORTSTRING","31",""
"Porder","xDelAddress","INTEGER","4",""
"Porder","DelAddress","CHARACTER LARGE OBJECT","8",""
"Porder","DelContact","SHORTSTRING","31",""
"Porder","xCollAddress","INTEGER","4",""
"Porder","CollAddress","CHARACTER LARGE OBJECT","8",""
"Porder","CollContact","SHORTSTRING","31",""
"Porder","Authorised","BOOLEAN","1",""
"Porder","xAuthorisedBy","INTEGER","4",""
"Porder","xOrder","INTEGER","4","Only for Credit Notes. Refers to original record"
"Porder","InvoicingOptions","CHARACTER LARGE OBJECT","8","TInvoicingOptions"
"Porder","ChargingPercentage","FLOAT","4",""
"Porder","CreditedTotalEx","MONEY","8",""
"Porder","CreditedTotalInc","MONEY","8",""
"PrePackInstances","Idx","AUTOINC","4",""
"PrePackInstances","xMasterItem","INTEGER","4",""
"PrePackInstances","xLinkedType","INTEGER","4",""
"PrePackInstances","xLinkedItem","INTEGER","4",""
"PrePackInstances","Required","BOOLEAN","1",""
"PrePackInstances","Quantity","INTEGER","4",""
"PrePackTemplates","Idx","AUTOINC","4",""
"PrePackTemplates","xTemplateType","INTEGER","4",""
"PrePackTemplates","xLinkedType","INTEGER","4",""
"PrePackTemplates","Quantity","INTEGER","4",""
"PrePackTemplates","SortOrder","FLOAT","4",""
"PrePackTemplatesTypes","Idx","AUTOINC","4",""
"PrePackTemplatesTypes","xType","INTEGER","4",""
"PrePackTemplatesTypes","Description","SHORTSTRING","101",""
"PrepBays","IDX","AUTOINC","4",""
"PrepBays","xJob","INTEGER","4",""
"PrepBays","WarehouseActivity","BYTE","1","TWarehouseActivity"
"PrepBays","Title","SHORTSTRING","51",""
"PrepBays","PrepStatus","BYTE","1","TWarehouseStatus"
"PrepBays","DelStatus","BYTE","1","TWarehouseStatus"
"PrepBays","CreationDate","TIMESTAMP","8",""
"PrepBays","EqlistClass","BYTE","1","Specifies if kit is being pulled from Rental or Sales stock. TEqlistClass =
(emRentalClass, emSalesClass)"
"Project","Idx","AUTOINC","4",""
"Project","Proj_Ref","SHORTSTRING","31","Project Ref"
"Project","Proj_Name","SHORTSTRING","101","Project Name"
"Project","Proj_xVenue","INTEGER","4","Venue"
"Project","Proj_addr1","SHORTSTRING","51",""
"Project","Proj_addr2","SHORTSTRING","51",""
"Project","Proj_addr3","SHORTSTRING","51",""
"Project","Proj_Town","SHORTSTRING","51",""
"Project","Proj_Postcode","SHORTSTRING","51",""
"Project","Proj_Country","SHORTSTRING","51",""
"Project","Proj_Start","DATE","4",""
"Project","Proj_End","DATE","4",""
"Project","Proj_note","CHARACTER LARGE OBJECT","8",""
"Project","Proj_Stock","BOOLEAN","1",""
"Project","Proj_xSite","SMALLINT","2",""
"Project","Proj_xHandler1","INTEGER","4","Handler 1"
"Project","Proj_xHandler2","INTEGER","4","Handler 2"
"Project","xUser","INTEGER","4","Created By"
"Project","xVirtualWarehouse","INTEGER","4","will always be a negative number if Proj_Stock = TRUE"
"Project","Created","TIMESTAMP","8",""
"Projjob","Idx","AUTOINC","4",""
"Projjob","xProject","INTEGER","4",""
"Projjob","xJob","INTEGER","4",""
"PurchaseInvoices","IDX","AUTOINC","4",""
"PurchaseInvoices","xOrder","INTEGER","4",""
"PurchaseInvoices","InvDate","DATE","4",""
"PurchaseInvoices","InvNumber","SHORTSTRING","31",""
"PurchaseInvoices","InvAmountEx","MONEY","8",""
"PurchaseInvoices","InvAmountInc","MONEY","8",""
"PurchaseInvoices","xJobFinance","INTEGER","4",""
"QBE","IDX","AUTOINC","4",""
"QBE","QBEName","SHORTSTRING","51",""
"QBE","xQBECategory","INTEGER","4",""
"QBE","QBESQL","CHARACTER LARGE OBJECT","8",""
"QBE","QBEGrid","BINARY LARGE OBJECT","8",""
"QBE","QueryTimeOut","INTEGER","4",""
"QBE","QBEDashBoard","INTEGER","4",""
"QBE","QBEChart","BINARY LARGE OBJECT","8",""
"QBE","Form","SHORTSTRING","31","For QBE Contexts of qcNavigator and qcAugmentation"
"QBE","DefaultItem","BOOLEAN","1","For QBE Contexts of qcNavigator and qcAugmentation"
"QBE","QueryType","BYTE","1",""
"QBE","CustomSyntax","BOOLEAN","1",""
"QBE","System","BOOLEAN","1",""
